amount,payment_method,failure_reason,customer_age,total_purchases,total_spend,avg_order_value,purchase_frequency,subscription_status,ltv,total_interactions,open_rate,click_rate,response_rate,fatigue_score,customer_tenure_days,recovered
6228.45,upi,network_error,60.0,17,81053.79,4767.87,4.08,none,116698.08,0.0,0.0,0.0,0.0,30.0,1521,1
4354.81,upi,customer_abandoned,28.0,25,123299.5,4931.98,12.92,none,297190.67,3.0,1.0,0.0,0.0,45.0,707,0
2730.14,upi,customer_abandoned,38.0,18,34254.9,1903.05,7.21,inactive,86330.73,0.0,0.0,0.0,0.0,30.0,912,1
3877.09,wallet,network_error,35.0,20,41674.4,2083.72,6.56,none,72482.06,1.0,1.0,1.0,1.0,5.0,1114,1
1763.52,debit_card,bank_decline,41.0,25,51798.0,2071.92,6.1,none,75240.35,1.0,0.0,0.0,0.0,35.0,1496,1
5351.08,net_banking,temporary_bank_issue,33.0,24,90009.12,3750.38,5.06,active,143816.31,1.0,1.0,0.0,0.0,35.0,1734,1
696.28,debit_card,temporary_bank_issue,21.0,16,17871.84,1116.99,11.09,none,51031.03,1.0,0.0,0.0,0.0,35.0,527,0
928.28,wallet,customer_abandoned,39.0,23,48789.67,2121.29,6.41,none,99724.81,1.0,1.0,0.0,0.0,35.0,1310,1
1153.06,upi,authentication_failed,43.0,24,37581.12,1565.88,37.62,none,116422.66,2.0,1.0,0.0,0.0,40.0,233,0
1008.94,upi,temporary_bank_issue,39.0,17,9922.56,583.68,36.31,inactive,54132.66,2.0,0.5,0.0,0.0,40.0,171,1
795.79,net_banking,customer_abandoned,37.0,16,11270.72,704.42,5.64,active,37458.84,2.0,0.5,0.0,0.0,40.0,1037,1
3337.0,upi,temporary_bank_issue,31.0,14,55649.44,3974.96,10.15,none,127469.4,0.0,0.0,0.0,0.0,30.0,504,1
2534.14,debit_card,bank_decline,46.0,14,52722.88,3765.92,3.14,none,66638.19,4.0,0.75,0.0,0.0,50.0,1628,1
3393.93,net_banking,network_error,22.0,25,73206.0,2928.24,11.1,none,123517.83,0.0,0.0,0.0,0.0,30.0,823,1
1701.49,upi,insufficient_funds,25.0,28,68642.0,2451.5,43.33,none,312429.61,2.0,0.5,0.0,0.0,40.0,236,0
1183.66,debit_card,network_error,28.0,18,14490.36,805.02,3.46,inactive,21873.85,0.0,0.0,0.0,0.0,30.0,1902,1
764.75,credit_card,temporary_bank_issue,43.0,14,12230.96,873.64,3.43,none,19163.92,1.0,0.0,0.0,0.0,35.0,1490,1
14725.73,debit_card,temporary_bank_issue,29.0,12,77586.36,6465.53,3.17,active,146571.52,2.0,1.0,0.0,0.0,40.0,1384,1
1312.87,upi,bank_decline,40.0,22,44480.04,2021.82,46.99,none,240694.26,3.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,35.0,171,1
5165.56,credit_card,bank_decline,27.0,12,38327.28,3193.94,3.05,none,62365.94,1.0,1.0,0.0,0.0,35.0,1438,0
2032.5,debit_card,authentication_failed,40.0,14,20315.96,1451.14,3.96,inactive,37176.99,2.0,1.0,0.5,0.5,25.0,1291,0
4168.18,wallet,network_error,33.0,19,103377.1,5440.9,76.0,none,813882.4,1.0,0.0,0.0,0.0,35.0,56,1
6049.12,credit_card,bank_decline,30.0,22,127366.36,5789.38,8.32,active,227588.83,0.0,0.0,0.0,0.0,30.0,966,1
2600.86,net_banking,customer_abandoned,28.0,25,55280.25,2211.21,5.09,none,74541.92,0.0,0.0,0.0,0.0,30.0,1795,1
4071.54,wallet,customer_abandoned,21.0,17,58866.07,3462.71,14.85,inactive,125567.57,0.0,0.0,0.0,0.0,30.0,418,1
570.52,credit_card,temporary_bank_issue,29.0,17,10820.33,636.49,3.3,none,15315.63,0.0,0.0,0.0,0.0,30.0,1880,1
2277.99,credit_card,temporary_bank_issue,42.0,16,25784.64,1611.54,4.83,active,61370.16,0.0,0.0,0.0,0.0,30.0,1210,1
7407.69,debit_card,network_error,18.0,23,120281.72,5229.64,6.2,active,189595.6,1.0,1.0,0.0,0.0,35.0,1356,1
2199.22,wallet,temporary_bank_issue,38.0,17,31964.93,1880.29,4.08,active,54006.59,1.0,1.0,0.0,0.0,35.0,1522,1
748.36,upi,insufficient_funds,40.0,19,20170.78,1061.62,3.55,active,37357.6,0.0,0.0,0.0,0.0,30.0,1955,1
2822.25,upi,network_error,39.0,19,47409.56,2495.24,18.71,none,184224.9,1.0,1.0,0.0,0.0,35.0,371,1
2670.58,net_banking,customer_abandoned,18.0,16,51200.32,3200.02,64.0,inactive,523086.9,0.0,0.0,0.0,0.0,30.0,39,1
1285.97,net_banking,customer_abandoned,31.0,28,42856.8,1530.6,9.16,none,62409.28,0.0,0.0,0.0,0.0,30.0,1116,1
957.76,net_banking,insufficient_funds,18.0,18,14609.34,811.63,15.18,active,70663.82,0.0,0.0,0.0,0.0,30.0,433,1
1404.72,credit_card,customer_abandoned,29.0,24,29280.96,1220.04,24.02,none,85090.33,1.0,1.0,1.0,0.0,35.0,365,1
786.71,upi,authentication_failed,41.0,24,20862.24,869.26,42.76,inactive,105323.84,1.0,0.0,0.0,0.0,35.0,205,0
2670.21,upi,network_error,37.0,14,43688.4,3120.6,3.46,inactive,66013.21,1.0,1.0,0.0,0.0,35.0,1479,0
698.79,upi,customer_abandoned,21.0,24,16631.52,692.98,78.97,none,113557.08,2.0,0.5,0.0,0.0,40.0,111,1
913.5,upi,insufficient_funds,27.0,15,19951.35,1330.09,3.07,inactive,30854.96,1.0,0.0,0.0,0.0,35.0,1783,1
1466.67,debit_card,temporary_bank_issue,32.0,20,28156.4,1407.82,6.51,inactive,64230.16,0.0,0.0,0.0,0.0,30.0,1122,1
2340.24,upi,insufficient_funds,31.0,21,48661.2,2317.2,9.73,none,91068.71,2.0,1.0,1.0,0.0,40.0,788,1
1364.29,debit_card,customer_abandoned,29.0,27,34129.62,1264.06,18.3,inactive,72327.57,1.0,0.0,0.0,0.0,35.0,539,1
2087.49,credit_card,authentication_failed,30.0,17,21815.25,1283.25,18.26,active,75964.86,2.0,1.0,0.5,0.5,25.0,340,0
978.01,debit_card,insufficient_funds,19.0,17,18630.13,1095.89,5.39,none,34443.3,0.0,0.0,0.0,0.0,30.0,1152,1
1088.48,net_banking,expired_card,32.0,19,23145.8,1218.2,4.79,none,33982.7,1.0,1.0,0.0,0.0,35.0,1450,0
667.29,upi,network_error,39.0,24,22139.76,922.49,6.04,none,37114.69,0.0,0.0,0.0,0.0,30.0,1451,1
918.64,debit_card,bank_decline,25.0,17,26600.75,1564.75,24.54,active,131037.89,2.0,1.0,0.0,0.0,40.0,253,0
2030.24,upi,customer_abandoned,46.0,18,27969.3,1553.85,72.0,inactive,239871.31,1.0,0.0,0.0,0.0,35.0,46,0
6046.26,upi,authentication_failed,32.0,22,136722.08,6214.64,7.55,none,280037.73,0.0,0.0,0.0,0.0,30.0,1065,1
707.08,credit_card,expired_card,36.0,19,21496.03,1131.37,61.41,none,166423.76,2.0,0.5,0.5,0.0,40.0,113,0
7368.82,credit_card,customer_abandoned,27.0,24,184511.76,7687.99,5.11,inactive,296506.0,0.0,0.0,0.0,0.0,30.0,1714,1
1213.49,net_banking,insufficient_funds,33.0,21,14429.1,687.1,4.16,none,17385.93,1.0,0.0,0.0,0.0,35.0,1842,1
2175.74,upi,temporary_bank_issue,27.0,15,33834.3,2255.62,5.13,inactive,56162.15,2.0,0.5,0.0,0.0,40.0,1068,0
2495.63,upi,customer_abandoned,44.0,16,64526.88,4032.93,36.52,active,320526.06,0.0,0.0,0.0,0.0,30.0,160,1
221.72,upi,customer_abandoned,42.0,18,4500.0,250.0,6.3,none,9436.44,1.0,1.0,0.0,0.0,35.0,1043,0
1341.67,net_banking,insufficient_funds,27.0,17,44591.17,2623.01,4.86,active,90377.78,1.0,1.0,0.0,0.0,35.0,1277,1
1119.68,upi,insufficient_funds,30.0,9,15360.3,1706.7,14.61,none,77737.45,1.0,0.0,0.0,0.0,35.0,225,1
597.0,debit_card,bank_decline,18.0,19,14397.63,757.77,3.37,active,21299.36,1.0,1.0,0.0,0.0,35.0,2057,1
4692.75,credit_card,temporary_bank_issue,47.0,18,49318.56,2739.92,6.54,active,192671.17,3.0,1.0,0.3333333333333333,0.0,45.0,1006,1
1424.9,credit_card,network_error,18.0,25,46238.25,1849.53,14.75,active,127809.07,0.0,0.0,0.0,0.0,30.0,619,1
1296.37,debit_card,temporary_bank_issue,31.0,18,32802.12,1822.34,3.39,active,52118.38,1.0,1.0,0.0,0.0,35.0,1937,1
2316.86,credit_card,network_error,36.0,17,40262.97,2368.41,14.78,none,106465.68,1.0,0.0,0.0,0.0,35.0,420,1
7028.1,net_banking,customer_abandoned,25.0,9,40270.23,4474.47,1.87,active,58437.07,1.0,1.0,0.0,0.0,35.0,1760,1
980.04,upi,authentication_failed,27.0,23,20646.64,897.68,5.2,none,33254.0,0.0,0.0,0.0,0.0,30.0,1615,0
924.95,credit_card,expired_card,36.0,19,25161.7,1324.3,10.48,none,55960.4,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,35.0,662,1
978.56,net_banking,insufficient_funds,24.0,23,26543.84,1154.08,11.67,active,76655.92,2.0,1.0,1.0,0.5,25.0,720,1
2539.79,debit_card,bank_decline,27.0,26,65322.92,2512.42,7.04,active,184051.11,0.0,0.0,0.0,0.0,30.0,1348,1
2136.7,wallet,bank_decline,18.0,10,15179.9,1517.99,15.28,inactive,98238.83,0.0,0.0,0.0,0.0,30.0,239,1
4939.81,credit_card,expired_card,27.0,18,47407.68,2633.76,4.64,active,82165.12,2.0,1.0,0.5,0.5,25.0,1418,1
1632.92,upi,customer_abandoned,28.0,25,61521.0,2460.84,100.0,active,676685.39,0.0,0.0,0.0,0.0,30.0,42,1
761.31,credit_card,insufficient_funds,29.0,24,29387.04,1224.46,5.71,inactive,56826.96,2.0,1.0,0.5,0.5,25.0,1535,1
2369.33,net_banking,bank_decline,40.0,14,24035.34,1716.81,3.28,none,34260.18,0.0,0.0,0.0,0.0,30.0,1559,0
1045.03,net_banking,network_error,37.0,18,29426.76,1634.82,3.78,none,44717.35,1.0,0.0,0.0,0.0,35.0,1739,1
3563.47,net_banking,insufficient_funds,22.0,23,90947.75,3954.25,9.66,none,181025.33,0.0,0.0,0.0,0.0,30.0,870,1
1316.38,upi,network_error,43.0,18,16737.66,929.87,32.07,active,112520.82,0.0,0.0,0.0,0.0,30.0,205,0
398.82,debit_card,customer_abandoned,21.0,17,11292.59,664.27,3.02,active,18773.45,0.0,0.0,0.0,0.0,30.0,2059,1
2980.75,debit_card,expired_card,35.0,15,42082.95,2805.53,4.12,none,75020.11,2.0,0.0,0.0,0.0,40.0,1330,0
1671.46,credit_card,bank_decline,21.0,24,63850.56,2660.44,7.27,inactive,107928.9,1.0,0.0,0.0,0.0,35.0,1206,1
2678.37,debit_card,bank_decline,37.0,12,19474.2,1622.85,4.27,none,36131.01,1.0,1.0,0.0,0.0,35.0,1027,1
4639.46,credit_card,bank_decline,45.0,20,129811.4,6490.57,4.83,none,192981.34,1.0,0.0,0.0,0.0,35.0,1513,0
1733.66,upi,customer_abandoned,24.0,9,27729.99,3081.11,3.57,active,106960.24,0.0,0.0,0.0,0.0,30.0,920,0
701.08,credit_card,insufficient_funds,24.0,19,17426.04,917.16,4.4,inactive,31568.85,1.0,1.0,0.0,0.0,35.0,1576,1
1538.69,wallet,bank_decline,46.0,16,36927.84,2307.99,22.14,active,159606.09,1.0,1.0,0.0,0.0,35.0,264,1
1246.0,upi,bank_decline,36.0,18,15164.28,842.46,5.09,none,24865.11,1.0,0.0,0.0,0.0,35.0,1291,0
3280.13,credit_card,authentication_failed,35.0,13,55263.65,4251.05,3.37,none,83358.84,0.0,0.0,0.0,0.0,30.0,1411,1
2887.01,credit_card,temporary_bank_issue,28.0,25,61044.0,2441.76,14.38,inactive,105696.19,0.0,0.0,0.0,0.0,30.0,635,1
4913.54,net_banking,network_error,18.0,14,51964.64,3711.76,3.62,none,76449.85,0.0,0.0,0.0,0.0,30.0,1412,1
546.69,upi,temporary_bank_issue,41.0,20,14700.4,735.02,3.55,active,27616.54,0.0,0.0,0.0,0.0,30.0,2058,1
2167.57,upi,customer_abandoned,33.0,21,56264.04,2679.24,12.39,none,108796.24,2.0,0.5,0.0,0.0,40.0,619,1
1242.51,debit_card,temporary_bank_issue,40.0,26,29436.16,1132.16,39.08,inactive,102585.32,0.0,0.0,0.0,0.0,30.0,243,1
1628.18,upi,authentication_failed,37.0,25,42689.5,1707.58,38.37,none,181785.26,1.0,1.0,1.0,1.0,5.0,238,1
4505.46,debit_card,temporary_bank_issue,39.0,22,99093.28,4504.24,88.0,none,1759258.23,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,35.0,21,1
560.84,upi,authentication_failed,47.0,21,14964.6,712.6,84.0,active,182952.61,1.0,1.0,0.0,0.0,35.0,38,1
1203.17,upi,expired_card,35.0,14,32471.04,2319.36,16.44,active,269173.46,0.0,0.0,0.0,0.0,30.0,311,0
298.72,credit_card,insufficient_funds,18.0,18,12621.78,701.21,9.81,inactive,27185.53,0.0,0.0,0.0,0.0,30.0,670,1
1963.7,upi,network_error,53.0,23,32231.28,1401.36,9.84,active,61026.63,1.0,1.0,1.0,1.0,5.0,854,1
582.89,debit_card,insufficient_funds,24.0,20,16055.8,802.79,6.36,active,37589.83,1.0,0.0,0.0,0.0,35.0,1148,1
629.37,debit_card,authentication_failed,18.0,17,7391.43,434.79,8.4,active,13210.99,4.0,0.25,0.0,0.0,50.0,739,1
13234.2,upi,authentication_failed,37.0,21,78934.17,3758.77,9.94,none,144483.98,0.0,0.0,0.0,0.0,30.0,772,1
2341.41,upi,customer_abandoned,30.0,14,18194.26,1299.59,3.57,none,26497.03,2.0,1.0,1.0,0.5,25.0,1434,1
1509.79,debit_card,authentication_failed,34.0,16,35226.72,2201.67,10.53,none,104192.13,0.0,0.0,0.0,0.0,30.0,555,0
1265.26,upi,temporary_bank_issue,26.0,22,20930.36,951.38,29.76,inactive,58548.12,1.0,0.0,0.0,0.0,35.0,270,1
1143.05,upi,insufficient_funds,43.0,19,34098.73,1794.67,22.39,inactive,115543.34,0.0,0.0,0.0,0.0,30.0,310,0
2284.95,upi,bank_decline,26.0,18,28147.32,1563.74,3.57,active,41729.76,1.0,0.0,0.0,0.0,35.0,1843,0
1533.61,upi,bank_decline,51.0,25,73881.5,2955.26,8.75,active,148476.66,1.0,1.0,1.0,0.0,35.0,1044,0
2195.51,wallet,insufficient_funds,32.0,21,46250.4,2202.4,7.02,none,73999.24,2.0,1.0,0.5,0.5,25.0,1092,1
918.95,wallet,expired_card,33.0,14,19595.94,1399.71,3.03,none,24959.04,0.0,0.0,0.0,0.0,30.0,1689,1
1060.41,debit_card,customer_abandoned,50.0,21,23777.67,1132.27,10.51,active,60884.36,1.0,0.0,0.0,0.0,35.0,730,1
2021.34,debit_card,customer_abandoned,25.0,17,23577.13,1386.89,12.2,inactive,47773.19,0.0,0.0,0.0,0.0,30.0,509,1
906.01,upi,temporary_bank_issue,30.0,17,29984.26,1763.78,10.67,none,65760.15,0.0,0.0,0.0,0.0,30.0,582,1
3930.3,upi,temporary_bank_issue,31.0,20,42088.0,2104.4,12.79,active,96656.44,0.0,0.0,0.0,0.0,30.0,571,1
1572.37,debit_card,insufficient_funds,32.0,26,43055.74,1655.99,18.48,none,126147.23,1.0,1.0,1.0,1.0,5.0,514,1
1487.3,debit_card,customer_abandoned,35.0,18,22395.42,1244.19,5.16,none,47960.3,2.0,1.0,0.0,0.0,40.0,1273,1
3195.73,wallet,temporary_bank_issue,29.0,16,45979.68,2873.73,3.64,active,69041.12,0.0,0.0,0.0,0.0,30.0,1605,0
1963.63,credit_card,temporary_bank_issue,19.0,19,27370.26,1440.54,4.61,inactive,34346.48,0.0,0.0,0.0,0.0,30.0,1507,0
1683.91,credit_card,insufficient_funds,39.0,17,39199.62,2305.86,5.39,active,71449.74,1.0,1.0,0.0,0.0,35.0,1151,1
1712.35,credit_card,authentication_failed,29.0,26,73079.24,2810.74,21.68,none,190037.13,1.0,0.0,0.0,0.0,35.0,438,0
1795.87,credit_card,insufficient_funds,53.0,16,47370.88,2960.68,3.15,inactive,59724.55,1.0,1.0,0.0,0.0,35.0,1856,0
3284.73,upi,customer_abandoned,33.0,21,81813.27,3895.87,13.27,none,169345.8,1.0,1.0,0.0,0.0,35.0,578,1
4759.2,debit_card,temporary_bank_issue,47.0,24,73836.72,3076.53,27.22,none,214675.38,1.0,1.0,1.0,0.0,35.0,322,0
1359.41,upi,network_error,34.0,19,13007.4,684.6,18.07,inactive,38541.25,2.0,1.0,0.5,0.5,25.0,384,1
1867.61,credit_card,insufficient_funds,30.0,18,30469.32,1692.74,6.45,none,58526.69,1.0,0.0,0.0,0.0,35.0,1020,0
2098.71,wallet,network_error,37.0,20,40764.0,2038.2,6.41,active,93041.88,0.0,0.0,0.0,0.0,30.0,1139,1
2431.25,upi,customer_abandoned,32.0,19,57795.72,3041.88,5.85,active,98552.57,1.0,1.0,1.0,0.0,35.0,1187,0
822.7,debit_card,expired_card,35.0,17,12915.75,759.75,68.0,none,159108.44,2.0,0.0,0.0,0.0,40.0,68,1
1068.31,credit_card,network_error,36.0,18,24885.54,1382.53,13.84,active,125965.81,0.0,0.0,0.0,0.0,30.0,475,0
953.25,credit_card,customer_abandoned,28.0,21,29111.04,1386.24,6.21,active,47894.97,0.0,0.0,0.0,0.0,30.0,1235,1
2635.41,wallet,customer_abandoned,32.0,17,38482.39,2263.67,12.72,inactive,107087.8,0.0,0.0,0.0,0.0,30.0,488,0
854.13,upi,network_error,18.0,17,33012.81,1941.93,42.24,active,247601.0,3.0,0.3333333333333333,0.0,0.0,45.0,147,1
544.76,upi,insufficient_funds,38.0,23,22483.88,977.56,4.85,active,35275.91,0.0,0.0,0.0,0.0,30.0,1731,1
1593.75,credit_card,expired_card,31.0,19,21575.45,1135.55,19.77,none,59962.99,0.0,0.0,0.0,0.0,30.0,351,0
1163.19,wallet,insufficient_funds,25.0,26,31876.26,1226.01,82.58,active,408768.33,1.0,1.0,1.0,0.0,35.0,115,0
313.78,credit_card,customer_abandoned,26.0,17,16218.68,954.04,42.53,none,111957.8,1.0,1.0,0.0,0.0,35.0,146,1
1923.56,credit_card,insufficient_funds,25.0,18,41349.24,2297.18,6.05,active,107475.15,2.0,1.0,0.5,0.0,40.0,1087,1
1516.75,debit_card,customer_abandoned,43.0,21,34736.52,1654.12,7.61,active,70829.27,0.0,0.0,0.0,0.0,30.0,1008,1
1348.92,upi,expired_card,40.0,14,14824.46,1058.89,10.52,inactive,38682.19,1.0,1.0,1.0,0.0,35.0,486,0
1233.94,credit_card,insufficient_funds,37.0,16,23493.12,1468.32,5.95,active,51218.84,0.0,0.0,0.0,0.0,30.0,982,0
5362.74,upi,network_error,33.0,13,29492.58,2268.66,3.01,inactive,42402.5,1.0,1.0,0.0,0.0,35.0,1575,1
1061.55,upi,temporary_bank_issue,20.0,23,47415.65,2061.55,6.01,none,72011.48,0.0,0.0,0.0,0.0,30.0,1398,1
1298.48,credit_card,insufficient_funds,22.0,17,31562.03,1856.59,21.26,active,170716.15,1.0,1.0,0.0,0.0,35.0,292,1
1959.86,debit_card,temporary_bank_issue,24.0,27,52498.26,1944.38,57.34,active,463830.04,2.0,1.0,1.0,1.0,10.0,172,1
656.87,credit_card,insufficient_funds,30.0,12,13853.28,1154.44,3.92,active,30173.15,1.0,0.0,0.0,0.0,35.0,1118,0
885.05,debit_card,expired_card,53.0,15,23939.4,1595.96,16.16,active,88711.93,2.0,1.0,0.0,0.0,40.0,339,0
763.33,upi,insufficient_funds,39.0,23,21263.04,924.48,8.85,none,36604.82,1.0,1.0,0.0,0.0,35.0,949,1
856.32,upi,insufficient_funds,41.0,19,13036.09,686.11,5.5,none,22812.19,1.0,1.0,1.0,1.0,5.0,1262,1
2502.09,net_banking,insufficient_funds,22.0,28,74796.12,2671.29,17.02,active,259145.14,0.0,0.0,0.0,0.0,30.0,601,1
1030.25,upi,expired_card,21.0,29,76432.11,2635.59,9.44,active,187800.45,2.0,0.5,0.5,0.0,40.0,1122,0
1745.32,net_banking,bank_decline,34.0,24,51275.28,2136.47,10.82,active,129800.47,0.0,0.0,0.0,0.0,30.0,810,0
1236.52,credit_card,temporary_bank_issue,28.0,24,25770.0,1073.75,9.96,active,62204.89,0.0,0.0,0.0,0.0,30.0,880,1
1896.2,upi,customer_abandoned,39.0,19,51267.7,2698.3,9.44,none,125117.2,2.0,1.0,0.0,0.0,40.0,735,1
2917.85,wallet,network_error,27.0,28,74547.2,2662.4,6.06,none,108147.31,0.0,0.0,0.0,0.0,30.0,1688,1
585.81,net_banking,insufficient_funds,41.0,29,38695.28,1334.32,10.22,active,93489.3,2.0,0.5,0.0,0.0,40.0,1036,1
2855.93,debit_card,customer_abandoned,42.0,18,43070.22,2392.79,9.63,active,141163.62,1.0,1.0,1.0,1.0,5.0,683,0
1626.55,wallet,network_error,21.0,18,40918.5,2273.25,67.78,none,443897.81,0.0,0.0,0.0,0.0,30.0,97,1
2011.78,upi,customer_abandoned,33.0,23,34172.48,1485.76,9.88,inactive,58064.29,1.0,1.0,0.0,0.0,35.0,850,0
724.03,debit_card,customer_abandoned,35.0,30,43381.2,1446.04,12.76,none,74608.68,2.0,1.0,0.0,0.0,40.0,859,1
1968.8,debit_card,expired_card,29.0,25,34993.25,1399.73,5.03,none,53436.97,2.0,0.5,0.0,0.0,40.0,1816,0
3140.01,upi,temporary_bank_issue,27.0,18,51328.62,2851.59,6.09,none,84189.71,2.0,1.0,0.5,0.5,25.0,1079,1
9542.31,net_banking,bank_decline,36.0,25,146531.0,5861.24,5.21,active,267158.37,1.0,0.0,0.0,0.0,35.0,1752,0
2318.86,debit_card,customer_abandoned,21.0,16,36246.24,2265.39,11.01,active,104076.08,0.0,0.0,0.0,0.0,30.0,531,1
1306.57,upi,expired_card,18.0,13,12238.72,941.44,7.1,none,23759.53,0.0,0.0,0.0,0.0,30.0,669,1
1633.48,credit_card,temporary_bank_issue,38.0,23,38793.64,1686.68,4.47,inactive,51886.84,1.0,0.0,0.0,0.0,35.0,1880,1
3629.65,upi,network_error,29.0,16,32001.12,2000.07,5.43,active,67247.25,1.0,0.0,0.0,0.0,35.0,1077,0
1140.12,debit_card,expired_card,27.0,17,21041.92,1237.76,4.27,inactive,29102.69,1.0,1.0,1.0,0.0,35.0,1455,1
570.95,upi,insufficient_funds,18.0,17,9629.99,566.47,5.05,inactive,18141.67,1.0,1.0,0.0,0.0,35.0,1229,0
1502.93,upi,insufficient_funds,64.0,19,33335.31,1754.49,5.6,none,47458.43,0.0,0.0,0.0,0.0,30.0,1240,1
693.29,upi,bank_decline,36.0,10,10149.0,1014.9,1.95,inactive,13292.96,2.0,0.5,0.0,0.0,40.0,1877,1
1545.72,upi,expired_card,33.0,24,32565.36,1356.89,4.62,none,41778.46,0.0,0.0,0.0,0.0,30.0,1897,0
2840.37,upi,authentication_failed,23.0,14,31488.38,2249.17,5.2,active,49380.54,1.0,0.0,0.0,0.0,35.0,984,0
5359.63,debit_card,bank_decline,34.0,24,140458.8,5852.45,16.89,inactive,293116.84,0.0,0.0,0.0,0.0,30.0,519,0
1877.59,upi,expired_card,38.0,30,81906.9,2730.23,7.97,none,131877.73,2.0,1.0,0.0,0.0,40.0,1375,0
708.0,credit_card,bank_decline,30.0,28,47764.36,1705.87,6.99,inactive,74749.91,1.0,1.0,0.0,0.0,35.0,1464,0
1258.56,net_banking,insufficient_funds,34.0,24,59510.16,2479.59,7.64,active,118354.97,2.0,0.5,0.5,0.0,40.0,1147,1
1470.34,upi,insufficient_funds,41.0,13,11590.02,891.54,9.06,active,35582.95,1.0,0.0,0.0,0.0,35.0,524,0
2342.67,wallet,bank_decline,32.0,20,50069.6,2503.48,25.54,none,230555.96,2.0,1.0,0.0,0.0,40.0,286,0
487.83,upi,insufficient_funds,33.0,16,12713.12,794.57,5.57,none,24677.49,1.0,1.0,1.0,0.0,35.0,1050,1
2388.33,debit_card,bank_decline,36.0,17,28430.29,1672.37,15.29,none,82773.53,3.0,0.3333333333333333,0.3333333333333333,0.0,45.0,406,0
2260.54,upi,bank_decline,36.0,20,27946.4,1397.32,5.27,inactive,51161.44,0.0,0.0,0.0,0.0,30.0,1385,1
2170.47,credit_card,insufficient_funds,38.0,18,36817.38,2045.41,28.96,inactive,160200.68,1.0,1.0,0.0,0.0,35.0,227,1
1785.12,net_banking,insufficient_funds,48.0,21,36709.05,1748.05,4.24,none,45880.99,1.0,0.0,0.0,0.0,35.0,1808,0
2243.46,debit_card,expired_card,33.0,15,18909.6,1260.64,6.76,active,32455.74,1.0,1.0,0.0,0.0,35.0,810,0
1958.84,wallet,temporary_bank_issue,46.0,23,78259.57,3402.59,11.78,none,119168.76,0.0,0.0,0.0,0.0,30.0,713,1
1521.87,wallet,bank_decline,23.0,25,57218.0,2288.72,6.6,active,84639.94,0.0,0.0,0.0,0.0,30.0,1383,0
3478.43,credit_card,customer_abandoned,37.0,22,137129.96,6233.18,12.34,none,434070.32,0.0,0.0,0.0,0.0,30.0,651,1
1020.59,debit_card,customer_abandoned,28.0,18,17161.02,953.39,12.99,active,47036.61,1.0,0.0,0.0,0.0,35.0,506,0
1858.01,upi,network_error,28.0,24,27063.36,1127.64,8.17,active,62004.71,0.0,0.0,0.0,0.0,30.0,1073,1
640.52,credit_card,network_error,43.0,18,25712.46,1428.47,4.18,none,37275.18,0.0,0.0,0.0,0.0,30.0,1572,1
7304.76,upi,customer_abandoned,36.0,19,95917.13,5048.27,3.7,active,175690.65,0.0,0.0,0.0,0.0,30.0,1875,1
1820.98,debit_card,expired_card,23.0,12,28077.36,2339.78,32.95,inactive,230851.51,1.0,1.0,0.0,0.0,35.0,133,0
862.09,debit_card,insufficient_funds,33.0,24,32941.68,1372.57,25.93,none,139473.98,1.0,0.0,0.0,0.0,35.0,338,1
1679.48,debit_card,temporary_bank_issue,37.0,18,39115.8,2173.1,8.34,inactive,87068.45,2.0,1.0,0.0,0.0,40.0,788,1
720.41,debit_card,bank_decline,20.0,20,16383.4,819.17,80.0,active,358810.83,0.0,0.0,0.0,0.0,30.0,67,1
954.81,credit_card,network_error,18.0,21,31493.91,1499.71,4.66,none,43640.4,1.0,0.0,0.0,0.0,35.0,1647,1
1071.45,upi,temporary_bank_issue,20.0,19,27418.71,1443.09,4.52,active,52851.48,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,35.0,1534,1
3455.22,upi,insufficient_funds,32.0,14,71144.92,5081.78,5.36,none,103723.91,1.0,1.0,1.0,0.0,35.0,954,1
622.78,upi,bank_decline,39.0,14,13346.34,953.31,4.73,none,21834.04,2.0,1.0,0.0,0.0,40.0,1080,1
964.54,credit_card,network_error,50.0,25,24430.0,977.2,10.56,none,43116.0,1.0,1.0,0.0,0.0,35.0,865,1
2195.71,upi,insufficient_funds,24.0,16,56724.8,3545.3,3.36,none,82870.97,0.0,0.0,0.0,0.0,30.0,1740,1
2068.22,wallet,network_error,35.0,30,50651.1,1688.37,7.48,active,118683.86,1.0,0.0,0.0,0.0,35.0,1464,1
697.09,credit_card,insufficient_funds,29.0,21,22412.67,1067.27,11.57,inactive,42386.44,1.0,1.0,0.0,0.0,35.0,663,1
1666.72,upi,network_error,45.0,13,28106.91,2162.07,3.67,none,43690.43,0.0,0.0,0.0,0.0,30.0,1295,1
2771.98,upi,expired_card,40.0,15,38396.85,2559.79,5.28,active,86285.82,0.0,0.0,0.0,0.0,30.0,1037,1
1594.88,debit_card,customer_abandoned,18.0,24,27937.92,1164.08,42.76,active,186135.01,0.0,0.0,0.0,0.0,30.0,205,1
1141.97,wallet,network_error,37.0,19,22031.83,1159.57,6.43,none,39607.72,1.0,1.0,0.0,0.0,35.0,1079,0
